stream_id,stream_name,time_parameter,binsize_minutes,stream_type,stream_content,description,parameter_id,name,unit,fill_value,display_name,standard_name,parameter_precision,parameter_function_id,parameter_function_map,data_product_identifier,description,data_level,data_product_type,parameter_type,value_encoding
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),2,pressure,dbar,-9999999,Seawater Pressure,sea_water_pressure,3,,,PRESWAT_L1,Science Data Products (DCL),1,Science Data,quantity,float32
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),5,density,kg m-3,-9999999,Seawater Density,sea_water_density,3,27,"{""lat"": ""CC_lat"", ""p"": ""dpi_PRESWAT_L1"", ""SP"": ""dpi_PRACSAL_L2"", ""lon"": ""CC_lon"", ""t"": ""dpi_TEMPWAT_L1""}",DENSITY_L2,Science Data Products (DCL),2,Science Data,function,float32
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),6,temp,deg_C,-9999999,Seawater Temperature,sea_water_temperature,4,,,TEMPWAT_L1,Science Data Products (DCL),1,Science Data,quantity,float32
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),7,time,seconds since 1900-01-01,-9999999,"Time, UTC",time,,,,,Science Data Products (DCL),,,quantity,float64
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),10,port_timestamp,seconds since 1900-01-01,-9999999,"Port Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),11,driver_timestamp,seconds since 1900-01-01,-9999999,"Driver Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),12,internal_timestamp,seconds since 1900-01-01,-9999999,"Internal Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),13,practical_salinity,1,-9999999,Practical Salinity,sea_water_practical_salinity,4,26,"{""p"": ""dpi_PRESWAT_L1"", ""c"": ""dpi_CONDWAT_L1"", ""t"": ""dpi_TEMPWAT_L1""}",PRACSAL_L2,Science Data Products (DCL),2,Science Data,function,float32
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),16,preferred_timestamp,1,empty,Preferred Timestamp,,,,,,Science Data Products (DCL),,,quantity,string
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),93,date_time_string,1,empty,Date and Time String,,0,,,,Science Data Products (DCL),,,quantity,string
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),863,ingestion_timestamp,seconds since 1900-01-01,-9999,"Ingestion Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
701,ctdbp_cdef_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),2605,dcl_controller_timestamp,1,empty,DCL Controller Timestamp,,0,,,,Science Data Products (DCL),,,quantity,string
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,5,density,kg m-3,-9999999,Seawater Density,sea_water_density,3,27,"{""lat"": ""CC_lat"", ""p"": ""dpi_PRESWAT_L1"", ""SP"": ""dpi_PRACSAL_L2"", ""lon"": ""CC_lon"", ""t"": ""dpi_TEMPWAT_L1""}",DENSITY_L2,Science Instrument Data Products,2,Science Data,function,float32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,7,time,seconds since 1900-01-01,-9999999,"Time, UTC",time,,,,,Science Instrument Data Products,,,quantity,float64
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,10,port_timestamp,seconds since 1900-01-01,-9999999,"Port Timestamp, UTC",,,,,,Science Instrument Data Products,,,quantity,float64
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,11,driver_timestamp,seconds since 1900-01-01,-9999999,"Driver Timestamp, UTC",,,,,,Science Instrument Data Products,,,quantity,float64
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,12,internal_timestamp,seconds since 1900-01-01,-9999999,"Internal Timestamp, UTC",,,,,,Science Instrument Data Products,,,quantity,float64
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,13,practical_salinity,1,-9999999,Practical Salinity,sea_water_practical_salinity,4,26,"{""p"": ""dpi_PRESWAT_L1"", ""c"": ""dpi_CONDWAT_L1"", ""t"": ""dpi_TEMPWAT_L1""}",PRACSAL_L2,Science Instrument Data Products,2,Science Data,function,float32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,16,preferred_timestamp,1,empty,Preferred Timestamp,,,,,,Science Instrument Data Products,,,quantity,string
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,193,temperature,counts,-9999999,Seawater Temperature Measurement,,0,,,TEMPWAT_L0,Science Instrument Data Products,0,Unprocessed Data,quantity,int32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,194,conductivity,counts,-9999999,Seawater Conductivity Measurement,,0,,,CONDWAT_L0,Science Instrument Data Products,0,Unprocessed Data,quantity,int32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,195,pressure,counts,-9999999,Seawater Pressure Measurement,,0,,,PRESWAT_L0,Science Instrument Data Products,0,Unprocessed Data,quantity,int32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,196,pressure_temp,counts,-9999999,Seawater Pressure Measurement,,0,,,,Science Instrument Data Products,,,quantity,int32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,198,ctd_time,seconds since 2000-01-01,-9999999,"Time, UTC",,0,,,,Science Instrument Data Products,,,quantity,int32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,863,ingestion_timestamp,seconds since 1900-01-01,-9999,"Ingestion Timestamp, UTC",,,,,,Science Instrument Data Products,,,quantity,float64
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,2819,ctdbp_seawater_temperature,deg_C,-9999999,Seawater Temperature,sea_water_temperature,4,35,"{""a1"": ""CC_a1"", ""a0"": ""CC_a0"", ""a3"": ""CC_a3"", ""a2"": ""CC_a2"", ""t0"": ""PD193""}",TEMPWAT_L1,Science Instrument Data Products,1,Science Data,function,float32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,2820,ctdbp_seawater_pressure,dbar,-9999999,Seawater Pressure,sea_water_pressure,3,36,"{""pa0"": ""CC_pa0"", ""ptca1"": ""CC_ptca1"", ""p0"": ""PD195"", ""pa1"": ""CC_pa1"", ""pa2"": ""CC_pa2"", ""t0"": ""PD196"", ""ptempa2"": ""CC_ptempa2"", ""ptca0"": ""CC_ptca0"", ""ptempa0"": ""CC_ptempa0"", ""ptempa1"": ""CC_ptempa1"", ""ptcb0"": ""CC_ptcb0"", ""ptcb1"": ""CC_ptcb1"", ""ptcb2"": ""CC_ptcb2"", ""ptca2"": ""CC_ptca2""}",PRESWAT_L1,Science Instrument Data Products,1,Science Data,function,float32
704,ctdbp_cdef_instrument_recovered,7,1440,Science,Data Products,Science Instrument Data Products,2821,ctdbp_seawater_conductivity,S m-1,-9999999,Seawater Conductivity,sea_water_electrical_conductivity,6,37,"{""p1"": ""PD2820"", ""g"": ""CC_g"", ""i"": ""CC_i"", ""h"": ""CC_h"", ""j"": ""CC_j"", ""ctcor"": ""CC_ctcor"", ""t1"": ""PD2819"", ""cpcor"": ""CC_cpcor"", ""c0"": ""PD194""}",CONDWAT_L1,Science Instrument Data Products,1,Science Data,function,float32
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),1,conductivity,S m-1,-9999999,Seawater Conductivity,sea_water_electrical_conductivity,6,,,CONDWAT_L1,Science Data Products (DCL),1,Science Data,quantity,float32
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),2,pressure,dbar,-9999999,Seawater Pressure,sea_water_pressure,3,,,PRESWAT_L1,Science Data Products (DCL),1,Science Data,quantity,float32
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),5,density,kg m-3,-9999999,Seawater Density,sea_water_density,3,27,"{""lat"": ""CC_lat"", ""p"": ""dpi_PRESWAT_L1"", ""SP"": ""dpi_PRACSAL_L2"", ""lon"": ""CC_lon"", ""t"": ""dpi_TEMPWAT_L1""}",DENSITY_L2,Science Data Products (DCL),2,Science Data,function,float32
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),6,temp,deg_C,-9999999,Seawater Temperature,sea_water_temperature,4,,,TEMPWAT_L1,Science Data Products (DCL),1,Science Data,quantity,float32
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),7,time,seconds since 1900-01-01,-9999999,"Time, UTC",time,,,,,Science Data Products (DCL),,,quantity,float64
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),10,port_timestamp,seconds since 1900-01-01,-9999999,"Port Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),11,driver_timestamp,seconds since 1900-01-01,-9999999,"Driver Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),12,internal_timestamp,seconds since 1900-01-01,-9999999,"Internal Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),13,practical_salinity,1,-9999999,Practical Salinity,sea_water_practical_salinity,4,26,"{""p"": ""dpi_PRESWAT_L1"", ""c"": ""dpi_CONDWAT_L1"", ""t"": ""dpi_TEMPWAT_L1""}",PRACSAL_L2,Science Data Products (DCL),2,Science Data,function,float32
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),16,preferred_timestamp,1,empty,Preferred Timestamp,,,,,,Science Data Products (DCL),,,quantity,string
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),93,date_time_string,1,empty,Date and Time String,,0,,,,Science Data Products (DCL),,,quantity,string
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),863,ingestion_timestamp,seconds since 1900-01-01,-9999,"Ingestion Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
700,ctdbp_cdef_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),2605,dcl_controller_timestamp,1,empty,DCL Controller Timestamp,,0,,,,Science Data Products (DCL),,,quantity,string
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),7,time,seconds since 1900-01-01,-9999999,"Time, UTC",time,,,,,Science Data Products (DCL),,,quantity,float64
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),10,port_timestamp,seconds since 1900-01-01,-9999999,"Port Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),11,driver_timestamp,seconds since 1900-01-01,-9999999,"Driver Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),12,internal_timestamp,seconds since 1900-01-01,-9999999,"Internal Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),14,dissolved_oxygen,Âµmol kg-1,-9999999,DO - Pressure Temp Sal Corrected,moles_of_oxygen_per_unit_mass_in_sea_water,4,61,"{""DO"": ""dpi_DOCONCS_L1"", ""SP"": [""dpi_PRACSAL_L2"", ""dpi_SALSURF_L2""], ""lon"": ""CC_lon"", ""P"": [""dpi_PRESWAT_L1"", ""PD17""], ""T"": [""dpi_TEMPWAT_L1"", ""dpi_TEMPSRF_L1""], ""lat"": ""CC_lat""}",DOXYGEN_L2,Science Data Products (DCL),2,Science Data,function,float32
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),16,preferred_timestamp,1,empty,Preferred Timestamp,,,,,,Science Data Products (DCL),,,quantity,string
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),93,date_time_string,1,empty,Date and Time String,,0,,,,Science Data Products (DCL),,,quantity,string
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),863,ingestion_timestamp,seconds since 1900-01-01,-9999,"Ingestion Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),2022,dosta_ln_optode_oxygen,uM,-9999999,Dissolved Oxygen Concentration,,0,,,DOCONCS_L1,Science Data Products (DCL),1,Science Data,quantity,float32
703,dosta_abcdjm_ctdbp_dcl_instrument_recovered,7,1440,Science,Data Products,Science Data Products (DCL),2605,dcl_controller_timestamp,1,empty,DCL Controller Timestamp,,0,,,,Science Data Products (DCL),,,quantity,string
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,7,time,seconds since 1900-01-01,-9999999,"Time, UTC",time,,,,,Science Data Products,,,quantity,float64
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,10,port_timestamp,seconds since 1900-01-01,-9999999,"Port Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,11,driver_timestamp,seconds since 1900-01-01,-9999999,"Driver Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,12,internal_timestamp,seconds since 1900-01-01,-9999999,"Internal Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,14,dissolved_oxygen,Âµmol kg-1,-9999999,DO - Pressure Temp Sal Corrected,moles_of_oxygen_per_unit_mass_in_sea_water,4,61,"{""DO"": ""dpi_DOCONCS_L1"", ""SP"": [""dpi_PRACSAL_L2"", ""dpi_SALSURF_L2""], ""lon"": ""CC_lon"", ""P"": [""dpi_PRESWAT_L1"", ""PD17""], ""T"": [""dpi_TEMPWAT_L1"", ""dpi_TEMPSRF_L1""], ""lat"": ""CC_lat""}",DOXYGEN_L2,Science Data Products,2,Science Data,function,float32
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,16,preferred_timestamp,1,empty,Preferred Timestamp,,,,,,Science Data Products,,,quantity,string
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,197,oxygen,counts,-9999999,DO Measurement,,0,,,DOCONCS-CNT_L0,Science Data Products,0,Unprocessed Data,quantity,int32
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,198,ctd_time,seconds since 2000-01-01,-9999999,"Time, UTC",,0,,,,Science Data Products,,,quantity,int32
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,863,ingestion_timestamp,seconds since 1900-01-01,-9999,"Ingestion Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
705,dosta_abcdjm_ctdbp_instrument_recovered,7,1440,Science,Data Products,Science Data Products,964,ctd_tc_oxygen,umol L-1,-9999999,DO,,4,60,"{""o2_counts"": ""PD197""}",DOCONCS_L1,Science Data Products,1,Science Data,function,float32
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),7,time,seconds since 1900-01-01,-9999999,"Time, UTC",time,,,,,Science Data Products (DCL),,,quantity,float64
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),10,port_timestamp,seconds since 1900-01-01,-9999999,"Port Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),11,driver_timestamp,seconds since 1900-01-01,-9999999,"Driver Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),12,internal_timestamp,seconds since 1900-01-01,-9999999,"Internal Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),14,dissolved_oxygen,Âµmol kg-1,-9999999,DO - Pressure Temp Sal Corrected,moles_of_oxygen_per_unit_mass_in_sea_water,4,61,"{""DO"": ""dpi_DOCONCS_L1"", ""SP"": [""dpi_PRACSAL_L2"", ""dpi_SALSURF_L2""], ""lon"": ""CC_lon"", ""P"": [""dpi_PRESWAT_L1"", ""PD17""], ""T"": [""dpi_TEMPWAT_L1"", ""dpi_TEMPSRF_L1""], ""lat"": ""CC_lat""}",DOXYGEN_L2,Science Data Products (DCL),2,Science Data,function,float32
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),16,preferred_timestamp,1,empty,Preferred Timestamp,,,,,,Science Data Products (DCL),,,quantity,string
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),93,date_time_string,1,empty,Date and Time String,,0,,,,Science Data Products (DCL),,,quantity,string
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),863,ingestion_timestamp,seconds since 1900-01-01,-9999,"Ingestion Timestamp, UTC",,,,,,Science Data Products (DCL),,,quantity,float64
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),2022,dosta_ln_optode_oxygen,uM,-9999999,Dissolved Oxygen Concentration,,0,,,DOCONCS_L1,Science Data Products (DCL),1,Science Data,quantity,float32
702,dosta_abcdjm_ctdbp_dcl_instrument,7,1440,Science,Data Products,Science Data Products (DCL),2605,dcl_controller_timestamp,1,empty,DCL Controller Timestamp,,0,,,,Science Data Products (DCL),,,quantity,string
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,7,time,seconds since 1900-01-01,-9999999,"Time, UTC",time,,,,,Science Data Products,,,quantity,float64
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,10,port_timestamp,seconds since 1900-01-01,-9999999,"Port Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,11,driver_timestamp,seconds since 1900-01-01,-9999999,"Driver Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,12,internal_timestamp,seconds since 1900-01-01,-9999999,"Internal Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,16,preferred_timestamp,1,empty,Preferred Timestamp,,,,,,Science Data Products,,,quantity,string
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,312,serial_number,1,empty,Serial Number,,0,,,,Science Data Products,,,quantity,string
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,761,burst_number,1,0,Burst Number,,0,,,,Science Data Products,,,quantity,uint32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,863,ingestion_timestamp,seconds since 1900-01-01,-9999,"Ingestion Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3730,zplsc_c_transmission_timestamp,1,-9999999,Timestamp,,,,,,Science Data Products,,,quantity,float64
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3731,zplsc_c_phase,1,-32768,Phase,,0,,,,Science Data Products,,,quantity,int16
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3742,zplsc_c_tilt_x,deg,-9999999,Tilt in X Direction,,1,,,,Science Data Products,,,quantity,float32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3743,zplsc_c_tilt_y,deg,-9999999,Tilt in Y Direction,,1,,,,Science Data Products,,,quantity,float32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3744,zplsc_c_battery_voltage,volt,-9999999,Voltage of the Main Battery Pack,,1,,,,Science Data Products,,,quantity,float32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3745,zplsc_c_temperature,degC,-9999999,Temperature,,1,,,,Science Data Products,,,quantity,float32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3746,zplsc_c_pressure,dBar,-9999999,Seawater Pressure,,1,,,,Science Data Products,,,quantity,float32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3748,zplsc_c_frequency_channel_1,kHz,65535,Channel 1 Frequency,,,,,,Science Data Products,,,quantity,uint16
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3749,zplsc_c_values_channel_1,counts,0,Channel 1 Values Minus Minimum Value,,0,,,,Science Data Products,,,array<quantity>,uint32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3751,zplsc_c_frequency_channel_2,kHz,65535,Channel 2 Frequency,,,,,,Science Data Products,,,quantity,uint16
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3752,zplsc_c_values_channel_2,counts,0,Channel 2 Values Minus Minimum Value,,0,,,,Science Data Products,,,array<quantity>,uint32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3754,zplsc_c_frequency_channel_3,kHz,65535,Channel 3 Frequency,,,,,,Science Data Products,,,quantity,uint16
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3755,zplsc_c_values_channel_3,counts,0,Channel 3 Values Minus Minimum Value,,0,,,,Science Data Products,,,array<quantity>,uint32
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3757,zplsc_c_frequency_channel_4,kHz,65535,Channel 4 Frequency,,,,,,Science Data Products,,,quantity,uint16
696,zplsc_c_instrument,7,20160,Science,Data Products,Science Data Products,3758,zplsc_c_values_channel_4,counts,0,Channel 4 Values Minus Minimum Value,,0,,,,Science Data Products,,,array<quantity>,uint32
501,flort_sample,7,1440,Science,Data Products,Science Data Products,7,time,seconds since 1900-01-01,-9999999,"Time, UTC",time,,,,,Science Data Products,,,quantity,float64
501,flort_sample,7,1440,Science,Data Products,Science Data Products,10,port_timestamp,seconds since 1900-01-01,-9999999,"Port Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
501,flort_sample,7,1440,Science,Data Products,Science Data Products,11,driver_timestamp,seconds since 1900-01-01,-9999999,"Driver Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
501,flort_sample,7,1440,Science,Data Products,Science Data Products,12,internal_timestamp,seconds since 1900-01-01,-9999999,"Internal Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
501,flort_sample,7,1440,Science,Data Products,Science Data Products,16,preferred_timestamp,1,empty,Preferred Timestamp,,,,,,Science Data Products,,,quantity,string
501,flort_sample,7,1440,Science,Data Products,Science Data Products,21,seawater_scattering_coefficient,m-1,-9999999,Total Scattering Coefficient of Pure Seawater,,4,97,"{""delta"": ""CC_depolarization_ratio"", ""theta"": ""CC_scattering_angle"", ""wlngth"": ""CC_measurement_wavelength"", ""degC"": [""dpi_TEMPWAT_L1"", ""dpi_TEMPSRF_L1""], ""psu"": [""dpi_PRACSAL_L2"", ""dpi_SALSURF_L2""]}",,Science Data Products,2,Science Data,function,float32
501,flort_sample,7,1440,Science,Data Products,Science Data Products,22,fluorometric_chlorophyll_a,Âµg L-1,-9999999,Chlorophyll-a Concentration,mass_concentration_of_chlorophyll_a_in_sea_water,6,80,"{""counts_dark"": ""CC_dark_counts_chlorophyll_a"", ""scale_factor"": ""CC_scale_factor_chlorophyll_a"", ""counts_output"": ""dpi_CHLAFLO_L0""}",CHLAFLO_L1,Science Data Products,1,Science Data,function,float32
501,flort_sample,7,1440,Science,Data Products,Science Data Products,23,fluorometric_cdom,ppb,-9999999,CDOM Concentration,,6,79,"{""counts_dark"": ""CC_dark_counts_cdom"", ""scale_factor"": ""CC_scale_factor_cdom"", ""counts_output"": ""PD1143""}",CDOMFLO_L1,Science Data Products,1,Science Data,function,float32
501,flort_sample,7,1440,Science,Data Products,Science Data Products,24,total_volume_scattering_coefficient,m-1 sr-1,-9999999,Total Volume Scattering Coefficient,,6,81,"{""counts_dark"": ""CC_dark_counts_volume_scatter"", ""scale_factor"": ""CC_scale_factor_volume_scatter"", ""counts_output"": ""dpi_FLUBSCT_L0""}",FLUBSCT_L1,Science Data Products,1,,function,float32
501,flort_sample,7,1440,Science,Data Products,Science Data Products,25,optical_backscatter,m-1,-9999999,Optical Backscatter,,4,78,"{""beta"": ""dpi_FLUBSCT_L1"", ""degC"": [""dpi_TEMPWAT_L1"", ""dpi_TEMPSRF_L1""], ""theta"": ""CC_scattering_angle"", ""wlngth"": ""CC_measurement_wavelength"", ""xfactor"": ""CC_angular_resolution"", ""psu"": [""dpi_PRACSAL_L2"", ""dpi_SALSURF_L2""]}",FLUBSCT_L2,Science Data Products,2,Science Data,function,float32
501,flort_sample,7,1440,Science,Data Products,Science Data Products,863,ingestion_timestamp,seconds since 1900-01-01,-9999,"Ingestion Timestamp, UTC",,,,,,Science Data Products,,,quantity,float64
501,flort_sample,7,1440,Science,Data Products,Science Data Products,1138,measurement_wavelength_beta,nm,0,"Measurement Wavelength, Scattering",,,,,,Science Data Products,,,quantity,uint16
501,flort_sample,7,1440,Science,Data Products,Science Data Products,1139,raw_signal_beta,counts,0,Optical Backscatter Measurement,,,,,FLUBSCT_L0,Science Data Products,0,Unprocessed Data,quantity,uint16
501,flort_sample,7,1440,Science,Data Products,Science Data Products,1140,measurement_wavelength_chl,nm,0,"Measurement Wavelength, Chlorophyll",,,,,,Science Data Products,,,quantity,uint16
501,flort_sample,7,1440,Science,Data Products,Science Data Products,1141,raw_signal_chl,counts,0,Chlorophyll-a Measurement,,,,,CHLAFLO_L0,Science Data Products,0,Unprocessed Data,quantity,uint16
501,flort_sample,7,1440,Science,Data Products,Science Data Products,1142,measurement_wavelength_cdom,nm,0,"Measurement Wavelength, CDOM",,,,,,Science Data Products,,,quantity,uint16
501,flort_sample,7,1440,Science,Data Products,Science Data Products,1143,raw_signal_cdom,counts,0,CDOM Measurement,,,,,CDOMFLO_L0,Science Data Products,0,Unprocessed Data,quantity,uint16
501,flort_sample,7,1440,Science,Data Products,Science Data Products,1144,raw_internal_temp,counts,0,Raw Internal Temperature,,,,,,Science Data Products,,,quantity,uint16
501,flort_sample,7,1440,Science,Data Products,Science Data Products,2606,pressure_depth,dbar,-9999999,Seawater Pressure,,3,,,,Science Data Products,,,quantity,float32
